"tempSet","timestamp","tempActual","outlier"
53.0,10/27/17 5:18 AM,52.8,"false"
53.0,10/27/17 5:18 AM,52.261,"false"
53.0,10/27/17 5:18 AM,51.6973,"false"
53.0,10/27/17 5:18 AM,51.149,"false"
53.0,10/27/17 5:19 AM,50.6336,"false"
53.0,10/27/17 5:19 AM,50.099,"false"
53.0,10/27/17 5:19 AM,49.822,"false"
53.0,10/27/17 5:19 AM,49.57,"false"
53.0,10/27/17 5:20 AM,49.674,"false"
53.0,10/27/17 5:20 AM,49.98,"false"
53.0,10/27/17 5:20 AM,50.415,"false"
53.0,10/27/17 5:20 AM,50.798,"false"
53.0,10/27/17 5:21 AM,51.1673,"false"
53.0,10/27/17 5:21 AM,51.539,"false"
53.0,10/27/17 5:21 AM,51.856,"false"
53.0,10/27/17 5:21 AM,52.12,"false"
53.0,10/27/17 5:22 AM,52.327,"false"
53.0,10/27/17 5:22 AM,52.5355,"false"
53.0,10/27/17 5:22 AM,52.667,"false"
53.0,10/27/17 5:22 AM,52.8,"false"
53.0,10/27/17 5:23 AM,52.89,"false"
53.0,10/27/17 5:23 AM,52.968,"false"
53.0,10/27/17 5:23 AM,53.04,"false"
53.0,10/27/17 5:23 AM,53.14,"false"
53.0,10/27/17 5:24 AM,53.205,"false"
53.0,10/27/17 5:24 AM,53.26,"false"
53.0,10/27/17 5:24 AM,53.32,"false"
53.0,10/27/17 5:24 AM,53.38,"false"
53.0,10/27/17 5:25 AM,53.45,"false"
53.0,10/27/17 5:25 AM,53.49,"false"
53.0,10/27/17 5:25 AM,53.56,"false"
53.0,10/27/17 5:25 AM,53.6,"false"
53.0,10/27/17 5:26 AM,53.64,"false"
53.0,10/27/17 5:26 AM,53.71,"false"
53.0,10/27/17 5:26 AM,53.71,"false"
53.0,10/27/17 5:26 AM,53.71,"false"
53.0,10/27/17 5:27 AM,53.64,"false"
53.0,10/27/17 5:27 AM,53.556,"false"
53.0,10/27/17 5:27 AM,53.274,"false"
53.0,10/27/17 5:27 AM,52.9755,"false"
53.0,10/27/17 5:28 AM,52.351,"false"
53.0,10/27/17 5:28 AM,51.7791,"false"
53.0,10/27/17 5:28 AM,51.35,"false"
53.0,10/27/17 5:28 AM,51.161,"false"
53.0,10/27/17 5:29 AM,50.93,"false"
53.0,10/27/17 5:29 AM,50.9,"false"
53.0,10/27/17 5:29 AM,50.84,"false"
53.0,10/27/17 5:29 AM,50.967,"false"
53.0,10/27/17 5:30 AM,51.26,"false"
53.0,10/27/17 5:30 AM,51.585,"false"
53.0,10/27/17 5:30 AM,51.925,"false"
53.0,10/27/17 5:30 AM,52.21,"false"
53.0,10/27/17 5:31 AM,52.484,"false"
53.0,10/27/17 5:31 AM,52.74,"false"
53.0,10/27/17 5:31 AM,52.9218,"false"
53.0,10/27/17 5:31 AM,53.073,"false"
53.0,10/27/17 5:32 AM,53.19,"false"
53.0,10/27/17 5:32 AM,53.272,"false"
53.0,10/27/17 5:32 AM,53.38,"false"
53.0,10/27/17 5:32 AM,53.43,"false"
53.0,10/27/17 5:33 AM,53.49,"false"
53.0,10/27/17 5:33 AM,53.53,"false"
53.0,10/27/17 5:33 AM,53.6,"false"
53.0,10/27/17 5:33 AM,53.62,"false"
53.0,10/27/17 5:34 AM,53.71,"false"
53.0,10/27/17 5:34 AM,53.71,"false"
53.0,10/27/17 5:34 AM,53.71,"false"
53.0,10/27/17 5:34 AM,53.655,"false"
53.0,10/27/17 5:35 AM,53.54,"false"
53.0,10/27/17 5:35 AM,53.377,"false"
53.0,10/27/17 5:35 AM,52.9345,"false"
53.0,10/27/17 5:35 AM,52.463,"false"
53.0,10/27/17 5:36 AM,52.0055,"false"
53.0,10/27/17 5:36 AM,51.529,"false"
53.0,10/27/17 5:36 AM,51.273,"false"
53.0,10/27/17 5:36 AM,51.0864,"false"
53.0,10/27/17 5:37 AM,50.911,"false"
53.0,10/27/17 5:37 AM,50.79,"false"
53.0,10/27/17 5:37 AM,50.867,"false"
53.0,10/27/17 5:37 AM,51.115,"false"
53.0,10/27/17 5:38 AM,51.45,"false"
53.0,10/27/17 5:38 AM,51.778,"false"
53.0,10/27/17 5:38 AM,52.05,"false"
53.0,10/27/17 5:38 AM,52.33,"false"
53.0,10/27/17 5:39 AM,52.6082,"false"
53.0,10/27/17 5:39 AM,52.777,"false"
53.0,10/27/17 5:39 AM,52.9527,"false"
53.0,10/27/17 5:39 AM,53.062,"false"
53.0,10/27/17 5:40 AM,53.19,"false"
58.0,10/27/17 5:40 AM,53.284,"false"
58.0,10/27/17 5:40 AM,53.38,"false"
58.0,10/27/17 5:40 AM,53.402,"false"
58.0,10/27/17 5:41 AM,53.49,"false"
58.0,10/27/17 5:41 AM,53.49,"false"
58.0,10/27/17 5:41 AM,53.589,"false"
58.0,10/27/17 5:41 AM,53.6,"false"
58.0,10/27/17 5:42 AM,53.622,"false"
58.0,10/27/17 5:42 AM,53.71,"false"
58.0,10/27/17 5:42 AM,53.71,"false"
58.0,10/27/17 5:42 AM,53.71,"false"
58.0,10/27/17 5:43 AM,53.787,"false"
58.0,10/27/17 5:43 AM,53.82,"false"
58.0,10/27/17 5:43 AM,53.82,"false"
58.0,10/27/17 5:43 AM,53.8745,"false"
58.0,10/27/17 5:44 AM,53.94,"false"
58.0,10/27/17 5:44 AM,53.94,"false"
58.0,10/27/17 5:44 AM,53.95,"false"
58.0,10/27/17 5:44 AM,54.05,"false"
58.0,10/27/17 5:45 AM,54.05,"false"
58.0,10/27/17 5:45 AM,54.05,"false"
58.0,10/27/17 5:45 AM,54.13,"false"
58.0,10/27/17 5:45 AM,54.16,"false"
58.0,10/27/17 5:46 AM,54.16,"false"
58.0,10/27/17 5:46 AM,54.2036,"false"
58.0,10/27/17 5:46 AM,54.28,"false"
58.0,10/27/17 5:46 AM,54.28,"false"
58.0,10/27/17 5:47 AM,54.29,"false"
58.0,10/27/17 5:47 AM,54.313,"false"
58.0,10/27/17 5:47 AM,54.39,"false"
58.0,10/27/17 5:47 AM,54.39,"false"
58.0,10/27/17 5:48 AM,54.39,"false"
58.0,10/27/17 5:48 AM,54.48,"false"
58.0,10/27/17 5:48 AM,54.5,"false"
58.0,10/27/17 5:48 AM,54.5,"false"
58.0,10/27/17 5:49 AM,54.511,"false"
58.0,10/27/17 5:49 AM,54.577,"false"
58.0,10/27/17 5:49 AM,54.61,"false"
58.0,10/27/17 5:49 AM,54.61,"false"
58.0,10/27/17 5:50 AM,54.61,"false"
58.0,10/27/17 5:50 AM,54.61,"false"
58.0,10/27/17 5:50 AM,54.687,"false"
58.0,10/27/17 5:50 AM,54.72,"false"
58.0,10/27/17 5:51 AM,54.72,"false"
58.0,10/27/17 5:51 AM,54.756,"false"
58.0,10/27/17 5:51 AM,54.8073,"false"
58.0,10/27/17 5:52 AM,54.84,"false"
58.0,10/27/17 5:52 AM,54.84,"false"
58.0,10/27/17 5:52 AM,54.84,"false"
58.0,10/27/17 5:52 AM,54.84,"false"
58.0,10/27/17 5:53 AM,54.86,"false"
58.0,10/27/17 5:53 AM,54.939,"false"
58.0,10/27/17 5:53 AM,54.95,"false"
58.0,10/27/17 5:53 AM,54.95,"false"
58.0,10/27/17 5:54 AM,54.95,"false"
58.0,10/27/17 5:54 AM,54.95,"false"
58.0,10/27/17 5:54 AM,55.04,"false"
58.0,10/27/17 5:54 AM,55.06,"false"
58.0,10/27/17 5:55 AM,55.06,"false"
58.0,10/27/17 5:55 AM,55.06,"false"
58.0,10/27/17 5:55 AM,55.137,"false"
58.0,10/27/17 5:55 AM,55.17,"false"
58.0,10/27/17 5:56 AM,55.17,"false"
58.0,10/27/17 5:56 AM,55.17,"false"
58.0,10/27/17 5:56 AM,55.17,"false"
58.0,10/27/17 5:56 AM,55.17,"false"
58.0,10/27/17 5:57 AM,55.2245,"false"
58.0,10/27/17 5:57 AM,55.278,"false"
58.0,10/27/17 5:57 AM,55.29,"false"
58.0,10/27/17 5:57 AM,55.29,"false"
58.0,10/27/17 5:58 AM,55.29,"false"
58.0,10/27/17 5:58 AM,55.29,"false"
58.0,10/27/17 5:58 AM,55.301,"false"
58.0,10/27/17 5:58 AM,55.356,"false"
58.0,10/27/17 5:59 AM,55.4,"false"
58.0,10/27/17 5:59 AM,55.4,"false"
58.0,10/27/17 5:59 AM,55.4,"false"
