"tempSet";"tempActual";"timestamp"
54.0;54.47;10/26/17 6:44 AM
54.0;54.312;10/26/17 6:44 AM
54.0;53.9764;10/26/17 6:44 AM
54.0;53.444;10/26/17 6:45 AM
54.0;53.0682;10/26/17 6:45 AM
54.0;52.7122;10/26/17 6:45 AM
54.0;52.4409;10/26/17 6:45 AM
54.0;52.25;10/26/17 6:46 AM
54.0;52.14;10/26/17 6:46 AM
54.0;52.17;10/26/17 6:46 AM
54.0;52.272;10/26/17 6:46 AM
54.0;52.382;10/26/17 6:47 AM
54.0;52.541;10/26/17 6:47 AM
54.0;52.79;10/26/17 6:47 AM
54.0;53.083;10/26/17 6:47 AM
54.0;53.297;10/26/17 6:48 AM
54.0;53.47;10/26/17 6:48 AM
54.0;53.611;10/26/17 6:48 AM
54.0;53.76;10/26/17 6:48 AM
54.0;53.868;10/26/17 6:49 AM
54.0;53.95;10/26/17 6:49 AM
54.0;54.05;10/26/17 6:49 AM
54.0;54.07;10/26/17 6:49 AM
54.0;54.16;10/26/17 6:50 AM
54.0;54.2691;10/26/17 6:50 AM
54.0;54.28;10/26/17 6:50 AM
54.0;54.32;10/26/17 6:50 AM
54.0;54.39;10/26/17 6:51 AM
54.0;54.39;10/26/17 6:51 AM
54.0;54.39;10/26/17 6:51 AM
54.0;54.5;10/26/17 6:51 AM
54.0;54.5;10/26/17 6:52 AM
54.0;54.5;10/26/17 6:52 AM
54.0;54.522;10/26/17 6:52 AM
54.0;54.6;10/26/17 6:52 AM
54.0;54.61;10/26/17 6:53 AM
54.0;54.61;10/26/17 6:53 AM
54.0;54.61;10/26/17 6:53 AM
54.0;54.71;10/26/17 6:54 AM
54.0;54.72;10/26/17 6:54 AM
54.0;54.72;10/26/17 6:54 AM
54.0;54.66;10/26/17 6:54 AM
54.0;54.61;10/26/17 6:55 AM
54.0;54.51;10/26/17 6:55 AM
54.0;54.357;10/26/17 6:55 AM
54.0;54.1527;10/26/17 6:55 AM
54.0;53.892;10/26/17 6:56 AM
54.0;53.7;10/26/17 6:56 AM
54.0;53.567;10/26/17 6:56 AM
54.0;53.49;10/26/17 6:56 AM
54.0;53.49;10/26/17 6:57 AM
54.0;53.4;10/26/17 6:57 AM
54.0;53.435;10/26/17 6:57 AM
54.0;53.446;10/26/17 6:57 AM
54.0;53.52;10/26/17 6:58 AM
54.0;53.666;10/26/17 6:58 AM
54.0;53.8218;10/26/17 6:58 AM
54.0;53.973;10/26/17 6:58 AM
54.0;54.1;10/26/17 6:59 AM
54.0;54.244;10/26/17 6:59 AM
54.0;54.35;10/26/17 6:59 AM
54.0;54.401;10/26/17 6:59 AM
54.0;54.5;10/26/17 7:00 AM
54.0;54.522;10/26/17 7:00 AM
54.0;54.61;10/26/17 7:00 AM
54.0;54.61;10/26/17 7:00 AM
54.0;54.61;10/26/17 7:01 AM
54.0;54.7;10/26/17 7:01 AM
54.0;54.72;10/26/17 7:01 AM
54.0;54.687;10/26/17 7:01 AM
54.0;54.52;10/26/17 7:02 AM
54.0;54.456;10/26/17 7:02 AM
54.0;54.3182;10/26/17 7:02 AM
54.0;53.948;10/26/17 7:02 AM
54.0;53.5682;10/26/17 7:03 AM
54.0;52.98;10/26/17 7:03 AM
54.0;52.655;10/26/17 7:03 AM
54.0;52.294;10/26/17 7:03 AM
54.0;52.12;10/26/17 7:04 AM
54.0;52.03;10/26/17 7:04 AM
54.0;52.006;10/26/17 7:04 AM
54.0;52.052;10/26/17 7:04 AM
54.0;52.27;10/26/17 7:05 AM
54.0;52.461;10/26/17 7:05 AM
54.0;52.689;10/26/17 7:05 AM
54.0;52.9445;10/26/17 7:05 AM
54.0;53.217;10/26/17 7:06 AM
54.0;53.435;10/26/17 7:06 AM
54.0;53.567;10/26/17 7:06 AM
54.0;53.73;10/26/17 7:06 AM
54.0;53.832;10/26/17 7:07 AM
54.0;53.94;10/26/17 7:07 AM
54.0;54.017;10/26/17 7:07 AM
54.0;54.08;10/26/17 7:07 AM
54.0;54.15;10/26/17 7:08 AM
54.0;54.172;10/26/17 7:08 AM
54.0;54.28;10/26/17 7:08 AM
54.0;54.39;10/26/17 7:08 AM
54.0;54.39;10/26/17 7:09 AM
54.0;54.39;10/26/17 7:09 AM
54.0;54.4;10/26/17 7:09 AM
54.0;54.478;10/26/17 7:09 AM
54.0;54.5;10/26/17 7:10 AM
54.0;54.5;10/26/17 7:10 AM
54.0;54.5;10/26/17 7:10 AM
54.0;54.5;10/26/17 7:10 AM
54.0;54.52;10/26/17 7:11 AM
54.0;54.61;10/26/17 7:11 AM
54.0;54.61;10/26/17 7:11 AM
54.0;54.61;10/26/17 7:11 AM
54.0;54.632;10/26/17 7:12 AM
54.0;54.698;10/26/17 7:12 AM
54.0;54.72;10/26/17 7:12 AM
54.0;54.687;10/26/17 7:12 AM
54.0;54.555;10/26/17 7:13 AM
54.0;54.45;10/26/17 7:13 AM
54.0;54.1736;10/26/17 7:13 AM
54.0;53.926;10/26/17 7:13 AM
54.0;53.488;10/26/17 7:14 AM
54.0;52.9645;10/26/17 7:14 AM
54.0;52.599;10/26/17 7:14 AM
54.0;52.316;10/26/17 7:14 AM
54.0;52.107;10/26/17 7:15 AM
54.0;52.03;10/26/17 7:15 AM
54.0;51.958;10/26/17 7:15 AM
54.0;51.982;10/26/17 7:15 AM
54.0;52.261;10/26/17 7:16 AM
54.0;52.5255;10/26/17 7:16 AM
54.0;52.766;10/26/17 7:16 AM
54.0;52.968;10/26/17 7:16 AM
54.0;53.21;10/26/17 7:17 AM
54.0;53.401;10/26/17 7:17 AM
54.0;53.534;10/26/17 7:17 AM
54.0;53.67;10/26/17 7:17 AM
54.0;53.787;10/26/17 7:18 AM
54.0;53.8636;10/26/17 7:18 AM
54.0;53.973;10/26/17 7:18 AM
54.0;54.05;10/26/17 7:18 AM
54.0;54.094;10/26/17 7:19 AM
54.0;54.16;10/26/17 7:19 AM
54.0;54.16;10/26/17 7:19 AM
54.0;54.2582;10/26/17 7:19 AM
54.0;54.28;10/26/17 7:20 AM
54.0;54.28;10/26/17 7:20 AM
54.0;54.379;10/26/17 7:20 AM
54.0;54.39;10/26/17 7:20 AM
54.0;54.43;10/26/17 7:21 AM
54.0;54.456;10/26/17 7:21 AM
54.0;54.5;10/26/17 7:21 AM
54.0;54.5;10/26/17 7:21 AM
54.0;54.5;10/26/17 7:22 AM
54.0;54.511;10/26/17 7:22 AM
54.0;54.6;10/26/17 7:22 AM
54.0;54.61;10/26/17 7:22 AM
54.0;54.61;10/26/17 7:23 AM
54.0;54.61;10/26/17 7:23 AM
54.0;54.67;10/26/17 7:23 AM
54.0;54.72;10/26/17 7:23 AM
54.0;54.72;10/26/17 7:24 AM
54.0;54.58;10/26/17 7:24 AM
54.0;54.456;10/26/17 7:24 AM
54.0;54.3491;10/26/17 7:24 AM
54.0;54.028;10/26/17 7:25 AM
54.0;53.72;10/26/17 7:25 AM
54.0;53.308;10/26/17 7:25 AM
54.0;52.845;10/26/17 7:25 AM
54.0;52.5664;10/26/17 7:26 AM
54.0;52.294;10/26/17 7:26 AM
54.0;52.118;10/26/17 7:26 AM
54.0;51.97;10/26/17 7:26 AM
54.0;51.9318;10/26/17 7:27 AM
54.0;52.096;10/26/17 7:27 AM
54.0;52.25;10/26/17 7:27 AM
54.0;52.5036;10/26/17 7:27 AM
54.0;52.81;10/26/17 7:28 AM
54.0;53.049;10/26/17 7:28 AM
54.0;53.251;10/26/17 7:28 AM
54.0;53.44;10/26/17 7:28 AM
54.0;53.589;10/26/17 7:29 AM
54.0;53.76;10/26/17 7:29 AM
54.0;53.832;10/26/17 7:29 AM
54.0;53.94;10/26/17 7:29 AM
54.0;54.0;10/26/17 7:30 AM
54.0;54.05;10/26/17 7:30 AM
54.0;54.11;10/26/17 7:30 AM
54.0;54.16;10/26/17 7:30 AM
54.0;54.16;10/26/17 7:31 AM
54.0;54.2582;10/26/17 7:31 AM
54.0;54.28;10/26/17 7:31 AM
54.0;54.28;10/26/17 7:31 AM
54.0;54.28;10/26/17 7:32 AM
54.0;54.38;10/26/17 7:32 AM
54.0;54.39;10/26/17 7:32 AM
54.0;54.39;10/26/17 7:32 AM
54.0;54.467;10/26/17 7:33 AM
54.0;54.49;10/26/17 7:33 AM
54.0;54.5;10/26/17 7:33 AM
54.0;54.5;10/26/17 7:33 AM
54.0;54.511;10/26/17 7:34 AM
54.0;54.59;10/26/17 7:34 AM
54.0;54.61;10/26/17 7:34 AM
54.0;54.61;10/26/17 7:34 AM
54.0;54.61;10/26/17 7:35 AM
54.0;54.621;10/26/17 7:35 AM
54.0;54.687;10/26/17 7:35 AM
54.0;54.72;10/26/17 7:35 AM
54.0;54.698;10/26/17 7:36 AM
54.0;54.5978;10/26/17 7:36 AM
54.0;54.44;10/26/17 7:36 AM
54.0;54.2364;10/26/17 7:36 AM
54.0;53.891;10/26/17 7:37 AM
54.0;53.354;10/26/17 7:37 AM
54.0;52.957;10/26/17 7:37 AM
54.0;52.6064;10/26/17 7:37 AM
54.0;52.272;10/26/17 7:38 AM
54.0;52.184;10/26/17 7:38 AM
54.0;52.07;10/26/17 7:38 AM
54.0;52.03;10/26/17 7:38 AM
54.0;52.074;10/26/17 7:39 AM
54.0;52.206;10/26/17 7:39 AM
54.0;52.4627;10/26/17 7:39 AM
54.0;52.744;10/26/17 7:39 AM
54.0;52.968;10/26/17 7:40 AM
54.0;53.2;10/26/17 7:40 AM
54.0;53.401;10/26/17 7:40 AM
54.0;53.556;10/26/17 7:40 AM
54.0;53.68;10/26/17 7:41 AM
54.0;53.798;10/26/17 7:41 AM
54.0;53.8745;10/26/17 7:41 AM
54.0;53.94;10/26/17 7:41 AM
54.0;53.98;10/26/17 7:42 AM
54.0;54.05;10/26/17 7:42 AM
54.0;54.1;10/26/17 7:42 AM
54.0;54.16;10/26/17 7:42 AM
54.0;54.28;10/26/17 7:43 AM
54.0;54.28;10/26/17 7:43 AM
54.0;54.29;10/26/17 7:43 AM
54.0;54.313;10/26/17 7:43 AM
54.0;54.38;10/26/17 7:44 AM
54.0;54.39;10/26/17 7:44 AM
54.0;54.4;10/26/17 7:44 AM
54.0;54.46;10/26/17 7:44 AM
54.0;54.5;10/26/17 7:45 AM
54.0;54.5;10/26/17 7:45 AM
54.0;54.5;10/26/17 7:45 AM
54.0;54.52;10/26/17 7:45 AM
54.0;54.577;10/26/17 7:46 AM
54.0;54.61;10/26/17 7:46 AM
54.0;54.61;10/26/17 7:46 AM
54.0;54.61;10/26/17 7:46 AM
54.0;54.61;10/26/17 7:47 AM
54.0;54.62;10/26/17 7:47 AM
54.0;54.709;10/26/17 7:47 AM
54.0;54.72;10/26/17 7:47 AM
54.0;54.7;10/26/17 7:48 AM
54.0;54.522;10/26/17 7:48 AM
54.0;54.423;10/26/17 7:48 AM
54.0;54.2664;10/26/17 7:48 AM
54.0;54.039;10/26/17 7:49 AM
54.0;53.71;10/26/17 7:49 AM
54.0;53.162;10/26/17 7:49 AM
54.0;52.744;10/26/17 7:49 AM
54.0;52.4527;10/26/17 7:50 AM
54.0;52.272;10/26/17 7:50 AM
54.0;52.151;10/26/17 7:50 AM
54.0;52.03;10/26/17 7:50 AM
54.0;52.03;10/26/17 7:51 AM
54.0;52.228;10/26/17 7:51 AM
54.0;52.426;10/26/17 7:51 AM
54.0;52.69;10/26/17 7:51 AM
54.0;52.957;10/26/17 7:52 AM
54.0;53.172;10/26/17 7:52 AM
54.0;53.344;10/26/17 7:52 AM
54.0;53.54;10/26/17 7:52 AM
54.0;53.644;10/26/17 7:53 AM
54.0;53.78;10/26/17 7:53 AM
54.0;53.856;10/26/17 7:53 AM
54.0;53.95;10/26/17 7:53 AM
54.0;54.05;10/26/17 7:54 AM
54.0;54.05;10/26/17 7:54 AM
54.0;54.127;10/26/17 7:54 AM
54.0;54.16;10/26/17 7:54 AM
54.0;54.1709;10/26/17 7:55 AM
54.0;54.28;10/26/17 7:55 AM
54.0;54.28;10/26/17 7:55 AM
54.0;54.335;10/26/17 7:55 AM
54.0;54.39;10/26/17 7:56 AM
54.0;54.39;10/26/17 7:56 AM
54.0;54.39;10/26/17 7:56 AM
54.0;54.423;10/26/17 7:56 AM
54.0;54.5;10/26/17 7:57 AM
54.0;54.5;10/26/17 7:57 AM
54.0;54.5;10/26/17 7:57 AM
54.0;54.5;10/26/17 7:57 AM
54.0;54.53;10/26/17 7:58 AM
54.0;54.61;10/26/17 7:58 AM
54.0;54.61;10/26/17 7:58 AM
54.0;54.61;10/26/17 7:58 AM
54.0;54.61;10/26/17 7:59 AM
54.0;54.61;10/26/17 7:59 AM
54.0;54.62;10/26/17 7:59 AM
54.0;54.709;10/26/17 7:59 AM
54.0;54.72;10/26/17 8:00 AM
54.0;54.65;10/26/17 8:00 AM
54.0;54.555;10/26/17 8:00 AM
54.0;54.467;10/26/17 8:00 AM
54.0;54.2564;10/26/17 8:01 AM
54.0;53.9682;10/26/17 8:01 AM
54.0;53.544;10/26/17 8:01 AM
54.0;53.047;10/26/17 8:01 AM
54.0;52.67;10/26/17 8:02 AM
54.0;52.382;10/26/17 8:02 AM
54.0;52.173;10/26/17 8:02 AM
54.0;52.118;10/26/17 8:02 AM
54.0;52.03;10/26/17 8:03 AM
54.0;52.03;10/26/17 8:03 AM
54.0;52.184;10/26/17 8:03 AM
54.0;52.382;10/26/17 8:03 AM
54.0;52.6491;10/26/17 8:04 AM
54.0;52.911;10/26/17 8:04 AM
54.0;53.15;10/26/17 8:04 AM
54.0;53.3364;10/26/17 8:04 AM
54.0;53.534;10/26/17 8:05 AM
54.0;53.644;10/26/17 8:05 AM
54.0;53.76;10/26/17 8:05 AM
54.0;53.832;10/26/17 8:05 AM
54.0;53.94;10/26/17 8:06 AM
54.0;53.973;10/26/17 8:06 AM
54.0;54.05;10/26/17 8:06 AM
54.0;54.1;10/26/17 8:06 AM
54.0;54.16;10/26/17 8:07 AM
54.0;54.172;10/26/17 8:07 AM
54.0;54.28;10/26/17 8:07 AM
54.0;54.28;10/26/17 8:07 AM
54.0;54.28;10/26/17 8:08 AM
54.0;54.3;10/26/17 8:08 AM
54.0;54.379;10/26/17 8:08 AM
54.0;54.39;10/26/17 8:08 AM
54.0;54.39;10/26/17 8:09 AM
54.0;54.39;10/26/17 8:09 AM
54.0;54.456;10/26/17 8:09 AM
54.0;54.5;10/26/17 8:09 AM
54.0;54.5;10/26/17 8:10 AM
54.0;54.5;10/26/17 8:10 AM
54.0;54.5;10/26/17 8:10 AM
54.0;54.56;10/26/17 8:10 AM
54.0;54.61;10/26/17 8:11 AM
54.0;54.61;10/26/17 8:11 AM
54.0;54.61;10/26/17 8:11 AM
54.0;54.621;10/26/17 8:11 AM
54.0;54.698;10/26/17 8:12 AM
54.0;54.72;10/26/17 8:12 AM
54.0;54.709;10/26/17 8:12 AM
54.0;54.577;10/26/17 8:12 AM
54.0;54.48;10/26/17 8:13 AM
54.0;54.335;10/26/17 8:13 AM
54.0;54.07;10/26/17 8:13 AM
54.0;53.567;10/26/17 8:13 AM
54.0;53.0773;10/26/17 8:14 AM
54.0;52.676;10/26/17 8:14 AM
54.0;52.294;10/26/17 8:14 AM
54.0;52.14;10/26/17 8:14 AM
54.0;51.9536;10/26/17 8:15 AM
54.0;51.91;10/26/17 8:15 AM
54.0;51.922;10/26/17 8:15 AM
54.0;52.096;10/26/17 8:15 AM
54.0;52.33;10/26/17 8:16 AM
54.0;52.587;10/26/17 8:16 AM
54.0;52.821;10/26/17 8:16 AM
54.0;53.084;10/26/17 8:16 AM
54.0;53.2827;10/26/17 8:17 AM
54.0;53.457;10/26/17 8:17 AM
54.0;53.6;10/26/17 8:17 AM
54.0;53.699;10/26/17 8:17 AM
54.0;53.809;10/26/17 8:18 AM
54.0;53.8964;10/26/17 8:18 AM
54.0;53.95;10/26/17 8:18 AM
54.0;54.05;10/26/17 8:18 AM
54.0;54.05;10/26/17 8:19 AM
54.0;54.116;10/26/17 8:19 AM
54.0;54.16;10/26/17 8:19 AM
54.0;54.16;10/26/17 8:19 AM
54.0;54.1818;10/26/17 8:20 AM
54.0;54.28;10/26/17 8:20 AM
54.0;54.29;10/26/17 8:20 AM
54.0;54.346;10/26/17 8:20 AM
54.0;54.39;10/26/17 8:21 AM
54.0;54.39;10/26/17 8:21 AM
54.0;54.4;10/26/17 8:21 AM
54.0;54.5;10/26/17 8:21 AM
54.0;54.5;10/26/17 8:22 AM
54.0;54.5;10/26/17 8:22 AM
54.0;54.511;10/26/17 8:22 AM
54.0;54.599;10/26/17 8:22 AM
54.0;54.61;10/26/17 8:23 AM
54.0;54.61;10/26/17 8:23 AM
54.0;54.61;10/26/17 8:23 AM
54.0;54.61;10/26/17 8:23 AM
54.0;54.632;10/26/17 8:24 AM
54.0;54.709;10/26/17 8:24 AM
54.0;54.72;10/26/17 8:24 AM
54.0;54.67;10/26/17 8:24 AM
54.0;54.555;10/26/17 8:25 AM
54.0;54.42;10/26/17 8:25 AM
54.0;54.221;10/26/17 8:25 AM
54.0;53.8545;10/26/17 8:25 AM
54.0;53.444;10/26/17 8:26 AM
54.0;53.036;10/26/17 8:26 AM
54.0;52.5655;10/26/17 8:26 AM
54.0;52.283;10/26/17 8:26 AM
54.0;52.162;10/26/17 8:27 AM
54.0;52.052;10/26/17 8:27 AM
54.0;52.03;10/26/17 8:27 AM
54.0;52.074;10/26/17 8:27 AM
54.0;52.272;10/26/17 8:28 AM
54.0;52.5036;10/26/17 8:28 AM
54.0;52.733;10/26/17 8:28 AM
54.0;52.957;10/26/17 8:28 AM
54.0;53.183;10/26/17 8:29 AM
54.0;53.401;10/26/17 8:29 AM
54.0;53.56;10/26/17 8:29 AM
54.0;53.699;10/26/17 8:29 AM
54.0;53.81;10/26/17 8:30 AM
54.0;53.928;10/26/17 8:30 AM
54.0;53.96;10/26/17 8:30 AM
54.0;54.05;10/26/17 8:30 AM
54.0;54.1;10/26/17 8:31 AM
54.0;54.16;10/26/17 8:31 AM
54.0;54.16;10/26/17 8:31 AM
54.0;54.16;10/26/17 8:31 AM
54.0;54.244;10/26/17 8:32 AM
54.0;54.28;10/26/17 8:32 AM
54.0;54.28;10/26/17 8:32 AM
54.0;54.29;10/26/17 8:32 AM
54.0;54.379;10/26/17 8:33 AM
54.0;54.39;10/26/17 8:33 AM
54.0;54.39;10/26/17 8:33 AM
54.0;54.43;10/26/17 8:33 AM
54.0;54.445;10/26/17 8:34 AM
54.0;54.5;10/26/17 8:34 AM
54.0;54.5;10/26/17 8:34 AM
54.0;54.5;10/26/17 8:34 AM
54.0;54.5;10/26/17 8:35 AM
54.0;54.566;10/26/17 8:35 AM
54.0;54.588;10/26/17 8:35 AM
54.0;54.61;10/26/17 8:35 AM
54.0;54.61;10/26/17 8:36 AM
54.0;54.61;10/26/17 8:36 AM
54.0;54.61;10/26/17 8:36 AM
54.0;54.68;10/26/17 8:36 AM
54.0;54.72;10/26/17 8:37 AM
54.0;54.72;10/26/17 8:37 AM
54.0;54.59;10/26/17 8:37 AM
54.0;54.467;10/26/17 8:37 AM
54.0;54.2873;10/26/17 8:38 AM
54.0;53.914;10/26/17 8:38 AM
54.0;53.59;10/26/17 8:38 AM
54.0;53.082;10/26/17 8:38 AM
54.0;52.621;10/26/17 8:39 AM
54.0;52.35;10/26/17 8:39 AM
54.0;52.162;10/26/17 8:39 AM
54.0;52.052;10/26/17 8:39 AM
54.0;51.97;10/26/17 8:40 AM
54.0;51.958;10/26/17 8:40 AM
54.0;52.1;10/26/17 8:40 AM
54.0;52.349;10/26/17 8:40 AM
54.0;52.609;10/26/17 8:41 AM
54.0;52.9127;10/26/17 8:41 AM
54.0;53.15;10/26/17 8:41 AM
54.0;53.366;10/26/17 8:41 AM
54.0;53.57;10/26/17 8:42 AM
54.0;53.677;10/26/17 8:42 AM
54.0;53.78;10/26/17 8:42 AM
54.0;53.856;10/26/17 8:42 AM
54.0;53.97;10/26/17 8:43 AM
54.0;54.05;10/26/17 8:43 AM
54.0;54.07;10/26/17 8:43 AM
54.0;54.149;10/26/17 8:43 AM
54.0;54.16;10/26/17 8:44 AM
54.0;54.16;10/26/17 8:44 AM
54.0;54.2473;10/26/17 8:44 AM
54.0;54.28;10/26/17 8:44 AM
54.0;54.28;10/26/17 8:45 AM
54.0;54.28;10/26/17 8:45 AM
54.0;54.31;10/26/17 8:45 AM
54.0;54.368;10/26/17 8:45 AM
54.0;54.39;10/26/17 8:46 AM
54.0;54.39;10/26/17 8:46 AM
54.0;54.44;10/26/17 8:46 AM
54.0;54.5;10/26/17 8:46 AM
54.0;54.5;10/26/17 8:47 AM
54.0;54.57;10/26/17 8:47 AM
54.0;54.588;10/26/17 8:47 AM
54.0;54.61;10/26/17 8:47 AM
54.0;54.61;10/26/17 8:48 AM
54.0;54.61;10/26/17 8:48 AM
54.0;54.61;10/26/17 8:48 AM
54.0;54.61;10/26/17 8:48 AM
54.0;54.61;10/26/17 8:49 AM
54.0;54.654;10/26/17 8:49 AM
54.0;54.72;10/26/17 8:49 AM
54.0;54.72;10/26/17 8:49 AM
54.0;54.621;10/26/17 8:50 AM
54.0;54.489;10/26/17 8:50 AM
54.0;54.36;10/26/17 8:50 AM
54.0;54.073;10/26/17 8:50 AM
54.0;53.8027;10/26/17 8:51 AM
54.0;53.342;10/26/17 8:51 AM
54.0;52.935;10/26/17 8:51 AM
54.0;52.5655;10/26/17 8:51 AM
54.0;52.338;10/26/17 8:52 AM
54.0;52.195;10/26/17 8:52 AM
54.0;52.063;10/26/17 8:52 AM
54.0;52.0191;10/26/17 8:52 AM
54.0;52.085;10/26/17 8:53 AM
54.0;52.272;10/26/17 8:53 AM
54.0;52.5864;10/26/17 8:53 AM
54.0;52.821;10/26/17 8:53 AM
54.0;53.072;10/26/17 8:54 AM
54.0;53.285;10/26/17 8:54 AM
54.0;53.446;10/26/17 8:54 AM
54.0;53.58;10/26/17 8:54 AM
54.0;53.73;10/26/17 8:55 AM
54.0;53.82;10/26/17 8:55 AM
54.0;53.904;10/26/17 8:55 AM
54.0;54.0;10/26/17 8:55 AM
54.0;54.05;10/26/17 8:56 AM
54.0;54.083;10/26/17 8:56 AM
54.0;54.16;10/26/17 8:56 AM
54.0;54.16;10/26/17 8:56 AM
54.0;54.2036;10/26/17 8:57 AM
54.0;54.28;10/26/17 8:57 AM
54.0;54.28;10/26/17 8:57 AM
54.0;54.28;10/26/17 8:57 AM
54.0;54.3;10/26/17 8:58 AM
54.0;54.379;10/26/17 8:58 AM
54.0;54.39;10/26/17 8:58 AM
54.0;54.39;10/26/17 8:58 AM
54.0;54.42;10/26/17 8:59 AM
54.0;54.5;10/26/17 8:59 AM
54.0;54.5;10/26/17 8:59 AM
54.0;54.5;10/26/17 8:59 AM
54.0;54.5;10/26/17 9:00 AM
54.0;0.0;10/26/17 9:00 AM
54.0;54.61;10/26/17 9:00 AM
54.0;54.61;10/26/17 9:01 AM
54.0;54.621;10/26/17 9:01 AM
54.0;54.698;10/26/17 9:01 AM
54.0;54.72;10/26/17 9:01 AM
54.0;54.68;10/26/17 9:02 AM
54.0;54.533;10/26/17 9:02 AM
54.0;54.41;10/26/17 9:02 AM
54.0;54.254;10/26/17 9:02 AM
54.0;53.8545;10/26/17 9:03 AM
54.0;53.354;10/26/17 9:03 AM
54.0;52.867;10/26/17 9:03 AM
54.0;52.565;10/26/17 9:03 AM
54.0;52.26;10/26/17 9:04 AM
54.0;52.063;10/26/17 9:04 AM
54.0;51.946;10/26/17 9:04 AM
54.0;51.91;10/26/17 9:04 AM
54.0;51.9427;10/26/17 9:05 AM
54.0;52.118;10/26/17 9:05 AM
54.0;52.393;10/26/17 9:05 AM
54.0;52.67;10/26/17 9:05 AM
54.0;53.003;10/26/17 9:06 AM
54.0;53.216;10/26/17 9:06 AM
54.0;53.379;10/26/17 9:06 AM
54.0;53.53;10/26/17 9:06 AM
54.0;53.677;10/26/17 9:07 AM
54.0;53.77;10/26/17 9:07 AM
54.0;53.82;10/26/17 9:07 AM
54.0;53.9182;10/26/17 9:07 AM
54.0;53.94;10/26/17 9:08 AM
54.0;54.03;10/26/17 9:08 AM
54.0;54.05;10/26/17 9:08 AM
54.0;54.08;10/26/17 9:08 AM
54.0;54.138;10/26/17 9:09 AM
54.0;54.16;10/26/17 9:09 AM
54.0;54.16;10/26/17 9:09 AM
54.0;54.2582;10/26/17 9:09 AM
54.0;54.28;10/26/17 9:10 AM
54.0;54.28;10/26/17 9:10 AM
54.0;54.28;10/26/17 9:10 AM
54.0;54.291;10/26/17 9:10 AM
54.0;54.357;10/26/17 9:11 AM
54.0;54.39;10/26/17 9:11 AM
54.0;54.39;10/26/17 9:11 AM
54.0;54.423;10/26/17 9:11 AM
54.0;54.48;10/26/17 9:12 AM
54.0;54.5;10/26/17 9:12 AM
54.0;54.5;10/26/17 9:12 AM
54.0;54.5;10/26/17 9:12 AM
54.0;54.5;10/26/17 9:13 AM
54.0;54.522;10/26/17 9:13 AM
54.0;54.59;10/26/17 9:13 AM
54.0;54.61;10/26/17 9:13 AM
54.0;54.61;10/26/17 9:14 AM
54.0;54.63;10/26/17 9:14 AM
54.0;54.621;10/26/17 9:14 AM
54.0;54.632;10/26/17 9:14 AM
54.0;54.61;10/26/17 9:15 AM
54.0;54.478;10/26/17 9:15 AM
54.0;54.36;10/26/17 9:15 AM
54.0;54.107;10/26/17 9:15 AM
54.0;53.7618;10/26/17 9:16 AM
54.0;53.331;10/26/17 9:16 AM
54.0;52.801;10/26/17 9:16 AM
54.0;52.4618;10/26/17 9:16 AM
54.0;52.305;10/26/17 9:17 AM
54.0;52.085;10/26/17 9:17 AM
54.0;51.889;10/26/17 9:17 AM
54.0;51.82;10/26/17 9:17 AM
54.0;51.922;10/26/17 9:18 AM
54.0;52.107;10/26/17 9:18 AM
54.0;52.316;10/26/17 9:18 AM
54.0;52.6073;10/26/17 9:18 AM
54.0;52.865;10/26/17 9:19 AM
54.0;53.095;10/26/17 9:19 AM
54.0;53.25;10/26/17 9:19 AM
54.0;53.43;10/26/17 9:19 AM
54.0;53.556;10/26/17 9:20 AM
54.0;53.666;10/26/17 9:20 AM
54.0;53.77;10/26/17 9:20 AM
54.0;53.82;10/26/17 9:20 AM
54.0;53.892;10/26/17 9:21 AM
54.0;53.94;10/26/17 9:21 AM
54.0;53.995;10/26/17 9:21 AM
54.0;54.05;10/26/17 9:21 AM
54.0;54.094;10/26/17 9:22 AM
54.0;54.16;10/26/17 9:22 AM
54.0;54.16;10/26/17 9:22 AM
54.0;54.1709;10/26/17 9:22 AM
54.0;54.22;10/26/17 9:23 AM
54.0;54.28;10/26/17 9:23 AM
54.0;54.28;10/26/17 9:23 AM
54.0;54.28;10/26/17 9:23 AM
54.0;54.29;10/26/17 9:24 AM
54.0;54.39;10/26/17 9:24 AM
54.0;54.39;10/26/17 9:24 AM
54.0;54.39;10/26/17 9:24 AM
54.0;54.41;10/26/17 9:25 AM
54.0;54.5;10/26/17 9:25 AM
54.0;54.5;10/26/17 9:25 AM
54.0;54.5;10/26/17 9:25 AM
54.0;54.5;10/26/17 9:26 AM
54.0;54.5;10/26/17 9:26 AM
54.0;54.53;10/26/17 9:26 AM
54.0;54.599;10/26/17 9:26 AM
54.0;54.61;10/26/17 9:27 AM
54.0;54.61;10/26/17 9:27 AM
54.0;54.61;10/26/17 9:27 AM
54.0;54.61;10/26/17 9:27 AM
54.0;54.69;10/26/17 9:28 AM
54.0;54.72;10/26/17 9:28 AM
54.0;54.72;10/26/17 9:28 AM
54.0;54.63;10/26/17 9:28 AM
54.0;54.445;10/26/17 9:29 AM
54.0;54.34;10/26/17 9:29 AM
54.0;54.084;10/26/17 9:29 AM
54.0;53.65;10/26/17 9:29 AM
54.0;53.218;10/26/17 9:30 AM
54.0;52.856;10/26/17 9:30 AM
